"","V2"
"535","It's a gigantic school. Most/all my other friends from HS go to colleges/universities the size of a college at OSU. However, greater size does NOT equal greater diversity.  Keep that in mind."
"536","The school spirit at this university is incredible. It really brings people from all walks of life together, which doesn't happen at other schools."
"537","There's a ton more people and more to do than anywhere else I looked."
"538","Great social life.  Buckeye football.  Large amount of resources and diversity."
"539","Although there is an incredibly diverse population and we are one of the biggest schools in the nation, everyone is brought together by a sense of school spirit.  No matter how different we are, we are all Buckeyes, and wherever you go in the world you can find someone to finish your ""O-H!"" with an ""I-O!""  Also, OSU has an incredible range of majors--everything from animal husbandry to neuroscience to theatre.  There is something for everyone here no matter what you're interested in along with world-class faculty in that field to help you grow."
"540","My school is unique because of how large it is. Its able to accomodate all types of people and allow them to find any thing that they are interested in."
"541","This the only school I considered."
"542","It has a program specifically designed for the undecided students, called the exploration program.  This program made me choose this university over another one that I was considering."
"543","Ohio State used to be a University that just about anyone could get into.  With the arrival of President Gordon Gee the school has become much more prestegious and harder to get into.  It  is a very research oriented school.  The Engineering college is nationally ranked and has a great program to help students such as myself find a job before graduation."
"544","It is the biggest campu sin the United States. There is always something going on and always new people to meet. It really is a one of a kind type of place and an amazing experience thus far."
"545","It's a great school, but very beaurocratic. It's complicated"
"546","My school is very unique  because it is the largest university in the nation. My universities name is know worldwide not only for its great football team but also for its great academic programs."
"547","The dirverstiy. I have never been exposed to this many different people. And I am a better person now because of it."
"548","Maybe it just because I am a Buckeye now, but there is nothing like Ohio State football. The whole town and state practically shuts down on game days, everyone loves to watch the Buckeyes play. I think the large size also allows for everyone to find something they enjoy to do and place they enjoy."
"549","Nowhere else was this big (resources from the university) and also this urban (resources from the City of Columbus)."
"550","OSU offers more opportunity for their students because it is such a big university. Everything is there if the student is willing to search for it.  OSU has huge school spirit and to be a Buckeye means a lot of pride and responsibility because every time you wear the logo you represent everything that OSU offers. OSU has the environment to allow a teenager become an adult. Often, a student learns the hard way, but  is the better person for it."
"551","Its so large but yet so small.  Its a real campus."
"552","Ohio State revolves around the almighty football program...and the things that go along with that (parties, alcohol).  The dorms try to make other things availiable, but ultimately, fall quarter has one big thing going on...Ohio State vs. Michigan...the whole quarter is a lead up to that."
"553","The spirit around campus in contagious.  The atmosphere is like no place I've been."
"554","Ohio State University is the biggest public university in the nation, so there are a lot of people.  Some may find it overwhelming, but it's amazing.  With 60,000 other people on campus, it's impossible not to make friends.  As long as a strong effort is made to expose yourself and make friends, there are lots of people to meet!"
"555","The sheer amount of opportunities available to every single student - no matter what you choose to be, Ohio State has got a WONDERFUL program for it, more than likely.  Or, at the very least, a club devoted to it!"
"556","don't be afraid to change if you don't like it.  it is certainly not for everyone."
"557","Base your college decision on what environments you like. It's hard to know how you will do in one atmosphere vs another, but try your best. If you like the country, go to a smaller school that's a few minutes from the country. If you think a big city is appealing, OSU will be great for you. Weigh what's important. I have hated every bit of the city life since I got up there, but I met such great friends I didn't want to have to start over at another school. I still stick by that decision, but I drive home every weekend to get out of Columbus (to keep my sanity) but gasoline is expensive and it's not economical."
"558","O yea and our president is kind of the shit"
"559","The Ohio State University is the Best Damn School in the land!!!"
"560","Overall, I felt like I had an average year at Ohio State. It is so hard not seeing my family on a daily basis and I feel like a stranger a lot without my family making it hard to become friends with a lot of people. I have gotten used to life here and hope I can continue to make progress here in the future."
"561","You need to make it work for you, not the other way around, otherwise your time here will suck."
"562","My biggest piece of advice is to stay open-minded. A big college, or specifically Ohio State, may not be the college for everyone. But if OSU is somewhere you're considering, make it a point to come to campus during the academic year for a visit. Walk around campus, and stay a while after your tour to do some more sightseeing. Ohio State has a lot to offer, so do your best to check everything out!"
"563","We have a kick-ass president.  Karen Holbrook was finally usurped and Gordon Gee has returned!!  I just had a beer with him at a local bar during a meet and greet put on by the student council.  He much more student-oriented and is a cool guy in person."
"564","The worst thing about going to the regionais is being disrespected by main campus we are treated like outcasts begging for $ and help with things . We need to put a higher emphasis on supporting the regionals They have done a great job of picking up the freshman and we need facilities that are respectable for example rec center"
"565","Even though OSU is such a large environment, you can find so many ""flavors"" from around the world and so many different personalities. Just don't get caught up in the partying and forget your school work, which should come first above all things. You don't want to get low marks in freshman year and take the next 3 years to try to bring it up. GPAs are easy to lower but extremely difficult to bring up. Best wishes to those who read this!"
"566","O-H...."
"567","If you are minority, try to participate in the volunteer group at Asian Festival -- an annual events that all minorities can work as a big family."
"568","Time: Fall 2003.
Location: a cramped room in the Union.  
Event: Campus Tour.
It was approximately 8:30 in the morning and I was less then thrilled to be sitting in a crowded lecture hall with about 200 other high school students and their parents.  It was hot and I had just driven 2 hours from my Cincinnati suburb to check out Ohio State University.  OSU really hadn't been one of my top schools of choice, I had my heart set on Miami University since I was in the 4th grade.  So, you can imagine how irritated I was being here so early.  The next thing I knew, some high energy students came out followed by the band.  Before I knew it Hang On Sloopy was being echoed throughout the room and everyone was doing O-H-I-O.  I was suddenly amazed by the energy in the room.  I had forgotten all about my self-pity and was throwing my arms up with the rest of the crowd.  The tour was equally as fun and the tour guide was bursting with happiness about the school.  I suddenly felt at home and was loving every inch of the school.  For being one of the largest schools in the nation, it surprisingly didn't feel as such.  It was overflowing with charm.  On the drive home I remember telling my parents, ""Forget Miami, I'm going to OSU"".  That same welcoming feeling has continued with me throughout my time here and I have never felt like ""just a number"".  OSU is big enough to encompass any club, activity, sport, and class you could ever want, need, or desire, and small enough to make you feel like you actually belong."
